order_id,country, order_value_EUR , cost ,Date,category,customer_name,sales_manager,sales_rep,device_type
69-4462108,Portugal,60744.83,52805.48,19-03-2020,Smartphones,Gislason-Stanton,Celine Tumasian,Brynn Dempster,PC
68-3731565,Sweden,39313.39,34273.41,10-10-2020,Beauty,Corwin and Sons,Maxie Marrow,Anita Woakes,Mobile
82-2972108,France,119820.82,98289.02,16-06-2019,Appliances,Considine-Fisher,Othello Bowes,Amelina Piscopiello,PC
15-2503493,UK,129485.51,112794.83,05-01-2019,Appliances,McGlynn-Prosacco,Jessamine Apark,Jay Morefield,PC
37-0857161,Italy,163203.64,140893.7,21-06-2019,Smartphones,"Swaniawski, Runolfsson and Green",Piggy Roscrigg,Joshua Prevost,PC
71-2709641,France,62788.04,53049.61,13-02-2020,Appliances,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC
10-5899580,Portugal,148037.71,117867.62,14-04-2020,Electronics,Romaguera-Dietrich,Celine Tumasian,Corene Shirer,PC
10-9241948,Ireland,55539.67,45620.29,21-03-2020,Electronics,Altenwerth-Konopelski,Glenine Suttaby,Palm Wetherald,PC
68-0080728,France,150135,131067.85,09-09-2020,Smartphones,Larkin-Collier,Othello Bowes,Avrit Chanders,PC
47-0640313,Ireland,85294.3,72662.21,25-03-2020,Beauty,"Zieme, Bailey and Herzog",Glenine Suttaby,Bunnie Tonbridge,PC
37-6597365,Luxembourg,136079.62,119178.53,29-08-2019,Games,West-Cummings,Ilsa Kob,Jocelyn Laurentino,PC
13-0833129,Finland,186397.6,161233.92,04-12-2020,Appliances,Friesen and Sons,Hube Corey,Mellicent Mattys,Mobile
15-2994585,Germany,32695.37,26375.35,28-11-2020,Accessories,Johns and Sons,Rickard Doogood,Casie MacBain,Mobile
85-7784608,France,86077.83,72288.16,03-11-2019,Appliances,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC
22-3969127,Sweden,72885.55,59773.44,29-12-2020,Clothing,Johns and Sons,Maxie Marrow,Anita Woakes,PC
80-2242820,Portugal,100469.75,82566.04,17-05-2019,Electronics,Johns and Sons,Celine Tumasian,Aurelie Wren,PC
35-1705563,Sweden,40831.52,34192.31,26-04-2019,Appliances,Labadie and Sons,Maxie Marrow,Madelon Bront,PC
93-9941140,Italy,142353.07,116046.22,24-07-2019,Books,Dibbert Inc,Piggy Roscrigg,Joshua Prevost,PC
36-2366573,Sweden,250315.06,218825.43,08-07-2019,Beauty,McGlynn-Prosacco,Maxie Marrow,Alyosha Meah,PC
10-9932801,UK,100094.97,84690.35,08-11-2020,Games,"Swaniawski, Runolfsson and Green",Jessamine Apark,Genevra Charrisson,PC
70-8991739,UK,77128.75,65536.3,09-08-2020,Books,"Dickinson, Hyatt and Berge",Jessamine Apark,Jay Morefield,Mobile
97-4830372,France,176114.73,149257.23,24-11-2020,Electronics,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC
95-8015610,France,146325.53,118333.46,09-08-2020,Games,Stehr-Bogan,Othello Bowes,Crysta Halls,PC
84-1062113,Germany,161823.46,130494.44,20-07-2020,Clothing,Friesen-Rath,Rickard Doogood,Casie MacBain,PC
05-5082715,Sweden,132632.97,112035.07,23-04-2019,Electronics,"Keeling, Monahan and Pollich",Maxie Marrow,Anita Woakes,PC
35-6942653,Portugal,107232.99,85207.33,08-03-2020,Appliances,Hessel-Stiedemann,Celine Tumasian,Smitty Culverhouse,PC
79-6623911,Sweden,120763.23,96719.27,14-04-2020,Clothing,"Murray, Reichel and Nolan",Maxie Marrow,Anita Woakes,PC
48-7662634,Bulgaria,278731.9,221591.86,05-12-2019,Appliances,West-Cummings,Charil Alpe,Bernadine Fullagar,PC
46-5888587,Bulgaria,138153.7,112926.83,14-02-2019,Games,McGlynn-Bergstrom,Charil Alpe,Bernadine Fullagar,PC
17-3178991,Ireland,68802.13,54635.77,15-09-2020,Beauty,Kirlin and Sons,Glenine Suttaby,Bunnie Tonbridge,PC
18-8528486,Finland,35619.28,28192.66,08-01-2019,Electronics,"Murray, Reichel and Nolan",Hube Corey,Wat Bowkley,PC
55-4588115,UK,65014.84,53669.75,27-03-2020,Outdoors,"Dickinson, Hyatt and Berge",Jessamine Apark,Genevra Charrisson,Mobile
19-9073616,Germany,48922.42,39387.44,19-10-2020,Outdoors,"Murray, Reichel and Nolan",Rickard Doogood,Casie MacBain,Tablet
96-0020600,France,165262.34,142621.4,19-05-2020,Electronics,Altenwerth-Konopelski,Othello Bowes,Amelina Piscopiello,Mobile
88-7664123,Portugal,164117.24,133509.37,28-05-2020,Electronics,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC
17-8884817,Portugal,238085.99,193587.72,16-07-2020,Clothing,"Rowe, Hermiston and Kessler",Celine Tumasian,Hortense Gerring,PC
45-5509135,Sweden,117733.51,97294.97,13-07-2019,Electronics,Connelly-Mohr,Maxie Marrow,Tarrah Castelletti,PC
81-4176165,France,26713.46,22043.95,12-10-2020,Beauty,Wisoky Inc,Othello Bowes,Ora Grennan,PC
24-9702599,France,49664.17,39244.63,30-10-2019,Books,"Swaniawski, Runolfsson and Green",Othello Bowes,Amelina Piscopiello,PC
24-4272786,Sweden,162101.93,133912.4,19-12-2019,Smartphones,"Rowe, Hermiston and Kessler",Maxie Marrow,Tarrah Castelletti,PC
77-3656041,France,118027.37,96050.67,06-04-2019,Beauty,Johns and Sons,Othello Bowes,Ora Grennan,PC
47-7207206,Sweden,147994.63,129643.3,27-01-2019,Games,Stamm Inc,Maxie Marrow,Alyosha Meah,PC
65-2022928,Finland,48946.74,38765.82,19-04-2019,Accessories,"Swaniawski, Runolfsson and Green",Hube Corey,Mellicent Mattys,PC
16-5837761,Sweden,73860.57,60336.7,13-11-2020,Clothing,McGlynn-Prosacco,Maxie Marrow,Madelon Bront,PC
80-7090422,Portugal,86083.27,72309.95,30-11-2019,Electronics,Connelly-Mohr,Celine Tumasian,Hortense Gerring,PC
66-8222460,Finland,72385.53,60181.33,10-09-2019,Clothing,Johns and Sons,Hube Corey,Wat Bowkley,PC
44-0527427,Portugal,120332.26,102282.42,14-01-2020,Clothing,"Parisian, Steuber and Satterfield",Celine Tumasian,Hortense Gerring,Tablet
75-9517276,Sweden,81262.34,65326.8,06-09-2019,Books,Johns and Sons,Maxie Marrow,Anita Woakes,Mobile
24-2403756,Austria,139075.59,113708.2,16-12-2020,Games,"Murray, Reichel and Nolan",Orsa Geekin,Bank Coumbe,PC
50-1986322,France,50516.2,43918.78,22-03-2019,Electronics,Wiza and Sons,Othello Bowes,Maighdiln Upcraft,PC
75-9585763,Sweden,112228.82,97470.73,15-09-2019,Outdoors,Gislason-Stanton,Maxie Marrow,Madelon Bront,PC
86-6760202,France,79833.6,63411.83,15-06-2019,Appliances,McGlynn-Bergstrom,Othello Bowes,Avrit Chanders,PC
66-7717800,Finland,135629.36,118526.5,12-08-2020,Games,Tillman and Sons,Hube Corey,Mellicent Mattys,PC
89-8942175,Luxembourg,175332.04,144999.6,24-09-2020,Accessories,Hegmann Group,Ilsa Kob,Jocelyn Laurentino,PC
38-0584273,Portugal,101923.36,86115.05,19-01-2019,Beauty,"Shanahan, Schaden and Parker",Celine Tumasian,Brynn Dempster,Mobile
38-8840357,Germany,190100.96,160749.37,20-12-2019,Electronics,Walter LLC,Rickard Doogood,Casie MacBain,PC
82-4495901,Netherlands,152771.9,134423.99,02-05-2020,Clothing,McClure Inc,Denice Amberg,Nero Harbisher,PC
81-2373308,France,52805.94,43791.97,22-06-2020,Smartphones,Kihn Inc,Othello Bowes,Amelina Piscopiello,PC
15-0224516,Portugal,51416.24,43338.75,15-04-2020,Smartphones,"Spencer, Rogahn and Muller",Celine Tumasian,Aurelie Wren,PC
95-6935153,Luxembourg,76426.54,66116.6,16-03-2019,Clothing,O'Connell-Mitchell,Ilsa Kob,Jocelyn Laurentino,PC
60-8661261,France,118021.59,98229.37,21-04-2019,Beauty,"Lubowitz, McLaughlin and Erdman",Othello Bowes,Maighdiln Upcraft,PC
56-2783503,Portugal,59378.97,52176.3,25-04-2020,Appliances,Schoen-Keeling,Celine Tumasian,Corene Shirer,PC
95-1516475,Spain,61325.25,49379.09,29-07-2020,Beauty,Hessel-Stiedemann,Emalia Dinse,Manuel Goudie,Tablet
32-5562588,France,80431.34,69774.19,22-07-2019,Beauty,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC
70-7769332,Portugal,177919.14,147370.42,07-06-2020,Beauty,Walter LLC,Celine Tumasian,Aurelie Wren,PC
07-6200800,Ireland,37520.09,32781.3,27-05-2020,Clothing,Kihn Inc,Glenine Suttaby,Bunnie Tonbridge,Mobile
11-2988171,Spain,68745.86,58014.63,09-04-2019,Electronics,Labadie and Sons,Emalia Dinse,Manuel Goudie,PC
38-3894304,Denmark,69017.42,55897.21,02-04-2020,Electronics,Hegmann Group,Modestia Byfford,Case Desorts,PC
33-6126082,France,48850.38,39788.63,31-03-2019,Appliances,"Spencer, Rogahn and Muller",Othello Bowes,Crysta Halls,PC
25-4970452,Netherlands,253291.55,219502.46,12-06-2020,Books,Altenwerth-Konopelski,Denice Amberg,Nero Harbisher,PC
34-8903845,Portugal,47186.74,38112.73,28-07-2019,Electronics,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Aurelie Wren,PC
32-2110689,Portugal,59670.68,51269.05,10-09-2019,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Aurelie Wren,PC
37-8204282,Portugal,228961.3,183764.34,01-06-2020,Appliances,Johns and Sons,Celine Tumasian,Hortense Gerring,PC
46-1318487,France,165259.58,130703.8,26-06-2020,Outdoors,Armstrong-Little,Othello Bowes,Crysta Halls,PC
99-3971751,France,219911.81,179426.05,05-07-2019,Clothing,Smith Group,Othello Bowes,Crysta Halls,PC
24-7985425,Finland,55882.12,48561.56,20-05-2020,Clothing,"Murray, Reichel and Nolan",Hube Corey,Mellicent Mattys,PC
30-9690927,France,16388.9,13430.7,15-03-2020,Electronics,West-Cummings,Othello Bowes,Crysta Halls,PC
37-5025811,Spain,85927.37,74490.44,15-04-2019,Clothing,"Hartmann, Hane and Pfannerstill",Emalia Dinse,Perri Aldersley,PC
21-6670877,France,161212.39,138046.17,04-07-2020,Accessories,Hilll-Vandervort,Othello Bowes,Crysta Halls,PC
34-3119010,France,66678.38,53009.31,04-03-2019,Smartphones,Walter LLC,Othello Bowes,Amelina Piscopiello,PC
54-7503816,Sweden,148243.05,120566.07,07-12-2020,Beauty,Johns and Sons,Maxie Marrow,Madelon Bront,PC
96-1698894,Ireland,126523.36,106368.19,14-05-2020,Games,Gleichner-Green,Glenine Suttaby,Bunnie Tonbridge,PC
92-0523700,Ireland,63373.72,55572.41,03-03-2020,Clothing,"Dickinson, Hyatt and Berge",Glenine Suttaby,Bunnie Tonbridge,PC
15-3657248,Ireland,76767.77,64500.28,22-01-2020,Games,"Spencer, Rogahn and Muller",Glenine Suttaby,Bunnie Tonbridge,PC
16-3423161,Portugal,78938.82,65471.86,24-04-2019,Games,"Fisher, Morar and Skiles",Celine Tumasian,Brynn Dempster,PC
67-2684209,France,131864.04,110277.9,09-04-2019,Appliances,"Murray, Reichel and Nolan",Othello Bowes,Ora Grennan,PC
21-7344983,Portugal,116774.43,98954.65,21-04-2019,Accessories,Labadie and Sons,Celine Tumasian,Hortense Gerring,Mobile
47-9701762,France,141112.84,120044.69,08-08-2020,Electronics,Gislason-Stanton,Othello Bowes,Avrit Chanders,Mobile
86-3876359,Bulgaria,33210.56,29109.06,20-11-2020,Books,Hessel-Stiedemann,Charil Alpe,Bernadine Fullagar,PC
34-4313860,France,174392.33,141449.62,03-08-2020,Smartphones,Labadie and Sons,Othello Bowes,Ora Grennan,PC
71-4782689,Sweden,204484.61,177308.61,16-06-2019,Games,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,Tablet
85-3690127,Germany,80986.1,64124.79,02-12-2019,Appliances,"Dickinson, Hyatt and Berge",Rickard Doogood,Casie MacBain,Mobile
66-5810051,Sweden,179179.73,154936.71,22-10-2019,Books,"Zieme, Bailey and Herzog",Maxie Marrow,Anita Woakes,PC
81-9170157,Netherlands,99731.4,84731.8,12-01-2020,Electronics,Smith Group,Denice Amberg,Nero Harbisher,PC
24-7300640,France,32661.62,27922.42,08-02-2020,Electronics,"Zieme, Bailey and Herzog",Othello Bowes,Amelina Piscopiello,PC
97-1288901,Sweden,30166.93,24658.45,29-11-2019,Appliances,Corwin and Sons,Maxie Marrow,Tarrah Castelletti,PC
81-9757849,Germany,36747.24,31900.28,19-01-2019,Accessories,Johns and Sons,Rickard Doogood,Casie MacBain,PC
44-9179070,France,66884.7,58544.18,19-01-2020,Smartphones,Wisoky Inc,Othello Bowes,Crysta Halls,PC
55-2137809,Portugal,165305.7,134757.21,13-07-2019,Games,"Christiansen, Donnelly and Bechtelar",Celine Tumasian,Aurelie Wren,PC
56-1063618,Sweden,50618.21,41835.95,05-03-2019,Beauty,Hegmann Group,Maxie Marrow,Tarrah Castelletti,PC
01-8080546,Sweden,82116.31,70652.87,30-05-2020,Beauty,"Zieme, Bailey and Herzog",Maxie Marrow,Caro Morfield,Tablet
29-5632797,Sweden,106142.65,88151.47,04-06-2019,Games,Baumbach Group,Maxie Marrow,Anita Woakes,PC
20-1191256,Portugal,149514,122646.33,18-10-2020,Games,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Smitty Culverhouse,Mobile
33-4022317,Sweden,30975.79,27072.84,15-03-2020,Clothing,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC
59-5892824,France,165118.74,137527.4,02-11-2019,Clothing,Smith Group,Othello Bowes,Amelina Piscopiello,PC
52-3394023,Germany,76652.73,64311.64,04-08-2020,Accessories,"Farrell, Swaniawski and Crist",Rickard Doogood,Casie MacBain,PC
89-5350599,UK,151632.33,120744.82,14-07-2020,Clothing,Armstrong-Little,Jessamine Apark,Winny Agnolo,PC
92-6298656,France,35289.75,29424.59,26-02-2019,Smartphones,Armstrong-Little,Othello Bowes,Maighdiln Upcraft,PC
91-7317758,France,77043.84,63245.29,08-02-2020,Outdoors,Armstrong-Little,Othello Bowes,Avrit Chanders,PC
60-6055725,Portugal,59691.71,49239.69,17-06-2019,Other,Walter LLC,Celine Tumasian,Hortense Gerring,PC
33-2816759,Portugal,181882.43,149834.75,28-07-2019,Books,McClure Inc,Celine Tumasian,Corene Shirer,PC
05-2359767,Portugal,50796.04,44090.96,21-09-2019,Books,"Farrell, Swaniawski and Crist",Celine Tumasian,Hortense Gerring,PC
73-9492768,Netherlands,73981.77,61959.73,18-11-2019,Clothing,"Hamill, Kulas and Roob",Denice Amberg,Nero Harbisher,PC
31-6770318,UK,105686.13,86694.33,13-10-2019,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC
52-0695511,Sweden,149376.26,123653.67,31-01-2020,Other,"Fisher, Morar and Skiles",Maxie Marrow,Alyosha Meah,PC
45-8314773,Netherlands,85237.91,72384.03,18-03-2020,Smartphones,Armstrong-Little,Denice Amberg,Nero Harbisher,PC
53-0205940,Luxembourg,104743.22,83281.33,24-03-2019,Electronics,Johns and Sons,Ilsa Kob,Jocelyn Laurentino,Mobile
53-1660551,Portugal,290551.74,239530.86,14-12-2020,Other,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC
70-5394452,France,72314.73,57309.42,27-08-2019,Appliances,Johns and Sons,Othello Bowes,Ora Grennan,PC
10-0386535,Netherlands,119858.15,99997.65,19-11-2020,Electronics,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC
56-8476539,Portugal,119937.47,98720.53,13-08-2019,Games,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Aurelie Wren,PC
04-7976277,France,60592.4,52363.95,22-02-2019,Accessories,"Rowe, Hermiston and Kessler",Othello Bowes,Crysta Halls,PC
21-2965409,Ireland,31966.82,26593.2,24-08-2020,Appliances,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC
04-2788693,Portugal,83226.45,71699.59,22-11-2020,Beauty,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,PC
20-6477396,Germany,51407.3,44292.53,02-05-2019,Clothing,Altenwerth-Konopelski,Rickard Doogood,Casie MacBain,Tablet
22-7259031,Germany,61968.26,50690.04,27-12-2020,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,PC
44-9239029,Ireland,271465.15,217959.37,03-07-2019,Electronics,Corwin and Sons,Glenine Suttaby,Bunnie Tonbridge,Mobile
77-4566105,Sweden,86854.64,72219.63,04-02-2020,Books,Tillman and Sons,Maxie Marrow,Tarrah Castelletti,PC
29-3662564,Ireland,119819.37,105441.05,07-12-2020,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC
73-8057834,UK,160763.9,131102.96,18-04-2019,Appliances,McGlynn-Prosacco,Jessamine Apark,Genevra Charrisson,PC
87-9980890,Sweden,44029.07,38344.92,09-09-2019,Other,McGlynn-Bergstrom,Maxie Marrow,Alyosha Meah,PC
98-8250897,France,86628.32,72464.59,06-11-2019,Appliances,Kihn Inc,Othello Bowes,Crysta Halls,PC
98-3051699,Portugal,97641.25,83414.92,17-10-2020,Books,Morissette Group,Celine Tumasian,Brynn Dempster,PC
75-7291972,Portugal,98746.66,80399.53,10-02-2020,Appliances,Considine-Fisher,Celine Tumasian,Smitty Culverhouse,PC
67-3672347,France,109562.5,89917.94,05-08-2020,Appliances,"Dickinson, Hyatt and Berge",Othello Bowes,Maighdiln Upcraft,PC
75-1785229,UK,60301.96,48820.47,08-02-2019,Beauty,Wiza and Sons,Jessamine Apark,Jay Morefield,PC
53-1426071,France,80781.62,68971.35,19-01-2019,Smartphones,McGlynn-Prosacco,Othello Bowes,Ora Grennan,Mobile
49-7167664,France,238659.41,204507.25,23-12-2019,Appliances,Corwin and Sons,Othello Bowes,Amelina Piscopiello,Tablet
07-7047482,UK,165631.75,139114.11,03-09-2019,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC
57-1931933,Sweden,126682.79,106514.89,11-06-2019,Smartphones,"Murray, Reichel and Nolan",Maxie Marrow,Madelon Bront,PC
15-5167065,Sweden,145558,116257.18,20-12-2019,Clothing,Konopelski LLC,Maxie Marrow,Tarrah Castelletti,Tablet
98-9382686,Spain,59163.79,50419.38,11-03-2019,Smartphones,McClure Inc,Emalia Dinse,Perri Aldersley,Mobile
47-5733147,Sweden,140352.81,122303.44,01-12-2019,Smartphones,Hilll-Vandervort,Maxie Marrow,Caro Morfield,PC
98-2104934,France,163401.23,139413.93,22-04-2019,Clothing,Wisoky Inc,Othello Bowes,Avrit Chanders,PC
30-6005742,Sweden,177867.3,140675.25,03-10-2020,Smartphones,Walter LLC,Maxie Marrow,Anita Woakes,PC
21-7461655,Germany,58416.81,46745.13,07-02-2019,Clothing,Morissette Group,Rickard Doogood,Casie MacBain,PC
96-7625873,Germany,169544.95,137568.77,12-04-2020,Appliances,"Keeling, Monahan and Pollich",Rickard Doogood,Casie MacBain,Mobile
53-2132479,Luxembourg,74732.79,64098.31,24-02-2020,Beauty,McClure Inc,Ilsa Kob,Jocelyn Laurentino,PC
70-4650708,Portugal,55166.78,47443.43,13-04-2020,Books,Gislason-Stanton,Celine Tumasian,Hortense Gerring,PC
53-3037652,France,99319.33,79127.71,26-05-2020,Games,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC
76-0774122,Sweden,118982.14,95506.96,15-01-2020,Clothing,Stehr-Bogan,Maxie Marrow,Caro Morfield,Mobile
72-3928347,Ireland,157007.52,126940.58,31-08-2019,Beauty,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC
87-1399932,France,49374.25,39208.09,21-05-2019,Books,Stehr LLC,Othello Bowes,Ora Grennan,PC
25-1045028,Portugal,123891.6,104118.5,23-07-2019,Games,Hegmann Group,Celine Tumasian,Smitty Culverhouse,PC
70-0364033,France,234340.31,204438.49,13-12-2020,Clothing,Hessel-Stiedemann,Othello Bowes,Avrit Chanders,PC
35-9372764,Netherlands,95575.75,75504.84,23-12-2020,Books,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC
36-1142710,Finland,125280.28,99372.32,18-10-2019,Beauty,Romaguera-Dietrich,Hube Corey,Wat Bowkley,PC
75-6291395,Portugal,127482.28,108614.9,26-08-2020,Beauty,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,PC
00-3338378,Portugal,120453.52,97218.04,11-02-2019,Beauty,"Schowalter, Lesch and Beahan",Celine Tumasian,Brynn Dempster,PC
55-1904761,Portugal,120152.33,97527.65,29-09-2019,Outdoors,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,PC
70-9736399,Portugal,95410.97,80593.65,22-09-2020,Books,"Murray, Reichel and Nolan",Celine Tumasian,Hortense Gerring,Mobile
20-3125420,France,128804.51,105709.86,13-09-2019,Appliances,Connelly-Mohr,Othello Bowes,Amelina Piscopiello,Tablet
57-2968987,Italy,26899.97,23198.53,19-03-2019,Games,Hessel-Stiedemann,Piggy Roscrigg,Joshua Prevost,PC
76-2146784,UK,123751.91,102590.33,18-11-2019,Smartphones,Johns and Sons,Jessamine Apark,Jay Morefield,PC
19-3129154,Sweden,37081.31,31304.04,11-03-2019,Beauty,McGlynn-Prosacco,Maxie Marrow,Anita Woakes,PC
79-0973971,France,133905.55,116886.15,01-08-2020,Books,"Keeling, Monahan and Pollich",Othello Bowes,Avrit Chanders,Mobile
65-5376517,France,63298.61,53645.57,10-04-2020,Appliances,"Schowalter, Lesch and Beahan",Othello Bowes,Avrit Chanders,Mobile
80-5258827,France,274242.36,227950.25,09-12-2020,Outdoors,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Mobile
98-5257166,Luxembourg,312928.72,270401.71,12-12-2019,Beauty,Altenwerth-Konopelski,Ilsa Kob,Jocelyn Laurentino,Tablet
19-5610175,France,119156.18,100710.8,20-08-2019,Beauty,Johns and Sons,Othello Bowes,Ora Grennan,PC
94-3509391,France,162123.74,133979.06,14-04-2020,Beauty,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC
43-5417299,Ireland,65831.42,52487.39,12-01-2019,Electronics,"Christiansen, Donnelly and Bechtelar",Glenine Suttaby,Palm Wetherald,PC
68-6141868,France,180515.09,148852.74,26-12-2019,Books,Franecki-White,Othello Bowes,Amelina Piscopiello,PC
29-8979189,UK,99114.91,84217.94,04-04-2020,Clothing,Johns and Sons,Jessamine Apark,Winny Agnolo,PC
58-9821508,Portugal,171884,146702.99,13-10-2019,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC
49-1493117,Denmark,26745.94,22600.32,10-11-2019,Appliances,Larkin-Collier,Modestia Byfford,Case Desorts,PC
51-5334556,Portugal,77087.84,65894.69,17-05-2020,Other,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC
79-3154360,France,87404,69363.81,26-12-2019,Electronics,Johns and Sons,Othello Bowes,Maighdiln Upcraft,PC
11-6024248,France,47680.2,40575.85,08-07-2019,Clothing,Dibbert Inc,Othello Bowes,Crysta Halls,PC
61-4610981,Finland,27824.83,23517.55,06-09-2019,Games,McClure Inc,Hube Corey,Wat Bowkley,PC
12-4509008,Portugal,106516.4,86928.03,21-03-2019,Clothing,"Hartmann, Hane and Pfannerstill",Celine Tumasian,Smitty Culverhouse,PC
46-5576111,France,141948.11,112948.11,25-04-2020,Books,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC
44-6718687,Ireland,226021.18,180455.31,18-07-2019,Accessories,"Schowalter, Lesch and Beahan",Glenine Suttaby,Palm Wetherald,PC
67-7432229,Italy,44232.84,38880.67,20-02-2020,Books,Johns and Sons,Piggy Roscrigg,Joshua Prevost,Tablet
17-4401585,Ireland,135344.52,117492.58,17-01-2019,Games,Tillman and Sons,Glenine Suttaby,Palm Wetherald,PC
56-9241023,France,271411.92,231514.37,09-12-2019,Clothing,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,Tablet
90-2194359,Portugal,125253.59,108269.2,17-02-2020,Smartphones,"Murray, Reichel and Nolan",Celine Tumasian,Corene Shirer,PC
89-2424262,Sweden,15100.57,12113.68,20-02-2019,Games,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC
30-2982340,France,157932.84,134148.15,31-01-2020,Games,"Schowalter, Lesch and Beahan",Othello Bowes,Amelina Piscopiello,PC
10-4704941,Portugal,64192.86,52837.14,12-04-2020,Appliances,Johns and Sons,Celine Tumasian,Brynn Dempster,PC
48-3484986,Sweden,156453.01,128494.86,04-10-2020,Clothing,Johns and Sons,Maxie Marrow,Madelon Bront,PC
84-4478396,Finland,53616.06,45589.74,03-01-2020,Appliances,Kihn Inc,Hube Corey,Wat Bowkley,PC
28-0849652,Finland,163967.89,138208.53,30-05-2019,Appliances,Friesen-Rath,Hube Corey,Wat Bowkley,Tablet
74-0214938,Sweden,171748.56,136574.45,20-11-2020,Games,Walter LLC,Maxie Marrow,Madelon Bront,PC
89-0187996,France,26103.94,22339.75,31-08-2020,Appliances,"Fisher, Morar and Skiles",Othello Bowes,Ora Grennan,Tablet
65-8218141,Portugal,140337.34,115708.14,04-09-2020,Appliances,Hegmann Group,Celine Tumasian,Corene Shirer,PC
49-8489293,Sweden,33617.03,26614.6,07-04-2020,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,PC
91-8142232,Portugal,187874.45,160031.46,26-06-2019,Accessories,Johns and Sons,Celine Tumasian,Hortense Gerring,PC
75-5380350,Finland,41675.01,33765.09,25-06-2019,Beauty,"Hamill, Kulas and Roob",Hube Corey,Wat Bowkley,PC
35-4551515,Portugal,34930.08,28017.42,01-11-2019,Appliances,Kihn Inc,Celine Tumasian,Smitty Culverhouse,PC
73-2763209,Finland,127994.87,105800.56,01-09-2020,Books,Hegmann Group,Hube Corey,Mellicent Mattys,PC
56-0800364,Portugal,162637.68,130402.89,27-09-2019,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC
42-7027181,Portugal,40728.28,35669.83,22-09-2019,Beauty,Romaguera-Haley,Celine Tumasian,Hortense Gerring,Mobile
29-0601002,Finland,293767.28,254079.32,05-06-2020,Games,West-Cummings,Hube Corey,Wat Bowkley,PC
90-2797129,Sweden,57913.36,48693.55,11-09-2019,Games,"Murray, Reichel and Nolan",Maxie Marrow,Alyosha Meah,PC
27-3437546,UK,63979.04,56032.84,22-10-2019,Games,Schoen-Keeling,Jessamine Apark,Genevra Charrisson,PC
78-3726363,France,102255.86,83379.43,12-11-2020,Smartphones,Rath-Schroeder,Othello Bowes,Avrit Chanders,PC
78-8990131,Finland,107271.94,86665,23-08-2020,Games,Johns and Sons,Hube Corey,Wat Bowkley,PC
85-2223377,Austria,51090.76,40739.77,12-03-2020,Electronics,Smith Group,Orsa Geekin,Bank Coumbe,PC
73-9246627,Sweden,102299.92,81706.95,22-08-2019,Beauty,"Rowe, Hermiston and Kessler",Maxie Marrow,Alyosha Meah,PC
56-7910696,France,144204.86,115262.94,08-11-2020,Books,McClure Inc,Othello Bowes,Amelina Piscopiello,PC
91-4296427,France,36183.97,30579.07,09-08-2020,Books,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Avrit Chanders,Mobile
70-8181545,UK,47771.76,39234.95,29-05-2019,Beauty,Dibbert Inc,Jessamine Apark,Genevra Charrisson,PC
94-0775004,Spain,44038.31,36252.34,24-01-2020,Electronics,Corwin and Sons,Emalia Dinse,Manuel Goudie,PC
89-3466746,Sweden,116469.33,95190.38,31-01-2020,Outdoors,"Hermiston, Simonis and Wisoky",Maxie Marrow,Caro Morfield,PC
11-5257937,UK,227856.66,199010.01,20-07-2020,Electronics,"Keeling, Monahan and Pollich",Jessamine Apark,Jay Morefield,PC
